Dataset,Seed,Alpha,L_RMSE,L_F1,L_AUPRC,L_RME_All,L_RME_Nz,E_RMSE,E_F1,E_AUPRC,E_RME_All,E_RME_Nz
Dataset_I,v2,0.1,0.3185580964009103,0.5882352941176471,0.5014285714285714,0.9536333504903381,0.953626843182423,0.276933277542461,0.48,0.5864285714285714,0.9510981558196535,0.9510449150173241
Dataset_I,v2,0.01,0.3339325168276533,0.4864864864864865,0.855,0.9035085051028532,0.9033056569266176,0.3295097192469158,0.37735849056603776,0.9532467532467531,0.8948518762524483,0.8942643061485218
Dataset_I,v2,0.001,0.411288584290085,0.36363636363636365,0.9338235294117646,0.8779528586694264,0.8759279171245549,0.4714979952175044,0.2564102564102564,0.754610484544695,0.9027438709144026,0.8999116779689087
Dataset_I,v3,10.0,1.5370525715891898,0.0,0.1,0.9999999999855662,0.9999999999855662,1.5370525715891898,0.0,0.1,0.9999999999855662,0.9999999999855662
Dataset_I,v3,1.0,1.5370525715891898,0.0,0.1,0.9999999999855662,0.9999999999855662,0.9861259763302284,0.5714285714285714,0.45999999999999996,0.9797572443687818,0.9797572443687818
Dataset_I,v3,0.1,0.36606076195621384,0.6666666666666666,0.5499999999999999,0.9513742868741062,0.9513742868741062,0.3219765147631471,0.5217391304347826,0.615,0.948456009505997,0.9483884666510156
Dataset_I,v3,0.01,0.35134751433969885,0.43243243243243246,0.7061064425770307,0.9221882761953426,0.9215137193231188,0.3387300089765565,0.3673469387755102,0.8236752136752137,0.9081808126642882,0.9071772424114645
Dataset_I,v3,0.001,0.36414029322940733,0.3508771929824561,0.7533333333333333,0.8858867934664431,0.8826619640477077,0.2812298403900032,0.21686746987951808,0.7609379509379508,0.8993829534383055,0.895409850536583
Dataset_I,v4,10.0,0.9774496452126761,0.0,0.1,0.9999999999855662,0.9999999999855662,0.9774496452126761,0.0,0.1,0.9999999999855662,0.9999999999855662
Dataset_I,v4,1.0,0.9774496452126761,0.0,0.1,0.9999999999855662,0.9999999999855662,0.6713675167319896,0.5714285714285714,0.45999999999999996,0.9794857966538161,0.9794857966538161
Dataset_I,v4,0.1,0.4324294874581068,0.5882352941176471,0.55,0.9512324757371576,0.9512198035241685,0.3621485757234411,0.4,0.55,0.9481293279494072,0.9480718998409863
Dataset_I,v4,0.01,0.301618328871997,0.3783783783783784,0.73,0.908150295116613,0.9076691240857426,0.2970651523982729,0.36,0.7801587301587302,0.9051974280559951,0.9039697527888566
Dataset_I,v4,0.001,0.25477654159706525,0.33962264150943394,0.8849999999999999,0.8790221142819828,0.8768793045603612,0.35137328721862027,0.2857142857142857,0.6564852304558187,0.9109901438394445,0.9065412433309429
