Dataset,Seed,Alpha,L_RMSE,L_F1,L_AUPRC,L_RME_All,L_RME_Nz,E_RMSE,E_F1,E_AUPRC,E_RME_All,E_RME_Nz
Dataset_III,v3,10.0,0.9336252544169351,0.0,0.005,0.9999999999935266,0.9999999999935266,0.9336252544169351,0.0,0.005,0.9999999999935266,0.9999999999935266
Dataset_III,v3,1.0,0.9336252544169351,0.0,0.005,0.9999999999935266,0.9999999999935266,0.9055056156167679,0.07692307692307693,0.0448,0.9986741511332844,0.9986741511332844
Dataset_III,v3,0.1,0.4279055467442876,0.48484848484848486,0.3234,0.9806509491668222,0.9806509491668222,0.37072357955909224,0.4166666666666667,0.45694638203171845,0.9799474009963236,0.9799400962572474
Dataset_III,v3,0.01,0.36743759628985184,0.2081447963800905,0.4045925829405187,0.9761559712258545,0.9761119221687052,0.3840959214715327,0.18705035971223022,0.4672263404269578,0.97991263347859,0.9798663769440771
Dataset_III,v3,0.001,0.3849912688926351,0.19433198380566802,0.3858641972397569,0.9766734295959498,0.9766149618625751,0.4286323832890689,0.14699331848552338,0.5459161808161699,0.9854583594683687,0.9854036219118302
Dataset_III,v4,10.0,1.0213200411096743,0.0,0.005,0.9999999999930985,0.9999999999930985,1.0213200411096743,0.0,0.005,0.9999999999930985,0.9999999999930985
Dataset_III,v4,1.0,1.0213200411096743,0.0,0.005,0.9999999999930985,0.9999999999930985,0.8793225590935022,0.11320754716981132,0.0647,0.9968987350952234,0.9968987350952234
Dataset_III,v4,0.1,0.5142188290199883,0.2702702702702703,0.1697936507936508,0.9831268774812416,0.983117714702145,0.4762746242087701,0.16774193548387098,0.1927144144138077,0.9813349121890922,0.9812882280864123
Dataset_III,v4,0.01,0.520490976828285,0.1,0.17669968177275858,0.9795935670868449,0.9794531878826291,0.5240487285926838,0.09655172413793103,0.1850967978497236,0.9807001069883249,0.9805711594953159
Dataset_III,v4,0.001,0.536110578592859,0.0963855421686747,0.17366305306252694,0.9795713376861651,0.9794032038290206,0.5731709971580023,0.08695652173913043,0.2634757585100529,0.9868148980339686,0.986697062792119
Dataset_III,v5,10.0,0.992982585167781,0.0,0.005,0.9999999999923341,0.9999999999923341,0.992982585167781,0.0,0.005,0.9999999999923341,0.9999999999923341
Dataset_III,v5,1.0,0.992982585167781,0.0,0.005,0.9999999999923341,0.9999999999923341,0.9434371600601777,0.18181818181818182,0.10450000000000001,0.9988547998472517,0.9988547998472517
Dataset_III,v5,0.1,0.41791759317977706,0.5507246376811594,0.3831000000000001,0.9819779425292428,0.9819779425292428,0.33294467284955365,0.5283018867924528,0.5561900284900285,0.9767025958434248,0.9766998098402982
Dataset_III,v5,0.01,0.2927928768353926,0.24,0.4109106906169999,0.9698538841810507,0.9698129623670442,0.30692041895576916,0.23346303501945526,0.5117351338528382,0.9743957886499913,0.9743469477072091
