Feature,Coefficient
Beta_0,-0.001859643254821575
Beta_1,-9.381194733579483e-05
Beta_2,-0.0008082062694733125
Beta_3,-0.0006690676478767422
Beta_4,-0.0007290040475336871
Beta_5,-0.004487781473281657
Beta_6,-0.005349600068630728
Beta_7,-0.01079658917723682
Beta_8,-0.017083482874679548
Beta_9,-0.025372996364154552
Beta_10,0.002050884083664705
Beta_11,0.1115944518906291
Beta_12,0.03152955216480754
Beta_13,0.1331928934895184
Beta_14,0.039617913546512964
Beta_15,0.021022117080281275
Beta_16,0.026253372947407393
Beta_17,0.07509339021250629
Beta_18,0.013512328150027966
Beta_19,0.0902007804923358
Beta_20,0.013725524594464326
Beta_21,0.018630698251798278
Beta_22,0.008010395056041267
Beta_23,0.018649199696005758
Beta_24,0.011629790620326935
Beta_25,-0.009757239677833197
Beta_26,-0.0012679985970182066
Beta_27,-0.013410602608904736
Beta_28,-0.004063851867681511
Beta_29,-0.012411295146112911
Beta_30,-0.040244015103021856
Beta_31,-0.11633927923659589
Beta_32,-0.24395433037711248
Beta_33,-0.06749866821107205
Beta_34,-0.1491132414625653
Beta_35,0.02574373508123689
Beta_36,0.005618268740736403
Beta_37,0.013968418459228943
Beta_38,0.0031191729939720257
Beta_39,0.0021696210698499557
Beta_40,-0.007402579158397689
Beta_41,-0.0178515750886229
Beta_42,-0.02694369972583652
Beta_43,-0.02635755560657847
Beta_44,-0.030526577024887955
Beta_45,-0.02696384654885209
Beta_46,-0.015989436581837154
Beta_47,-0.002266593886561161
Beta_48,-0.02752825432424661
Beta_49,-0.026291025559493166
Beta_50,-4.049411721063399e-05
Beta_51,0.002071527669232
Beta_52,0.00011865959325148367
Beta_53,0.00028051012081021804
Beta_54,0.0012883449528217571
Beta_55,-0.0017040024940728053
Beta_56,-0.0012526905499352814
Beta_57,0.0006199193536465297
Beta_58,-0.00040243790334687225
Beta_59,-0.0004762124171423133
Beta_60,-0.0002827174701287005
Beta_61,-9.356047495723057e-05
Beta_62,-0.0005775536911397218
Beta_63,-0.0012481796724863256
Beta_64,-0.00029259408462447884
Beta_65,0.0009007984394940756
Beta_66,0.0022812258602707193
Beta_67,0.004085947613097131
Beta_68,0.00031349348266435177
Beta_69,0.0009384930811276008
Beta_70,-7.982514608236291e-05
Beta_71,-0.0003663108285106025
Beta_72,0.00022239201593851843
Beta_73,-0.0008678685265408499
Beta_74,0.0011245922433846933
Beta_75,-0.00014930591009055716
Beta_76,-0.0002682503484210498
Beta_77,0.0012223823675144073
Beta_78,2.2926844383261855e-05
Beta_79,0.0005552439154221768
Beta_80,0.00021208567856820134
Beta_81,0.00015691595006444856
Beta_82,-0.00017692188994051342
Beta_83,0.00035317765461877887
Beta_84,0.0006422208081127606
Beta_85,-0.0006128644874743539
Beta_86,-0.00011871874488042231
Beta_87,0.001263705823190414
Beta_88,5.181053160229705e-05
Beta_89,0.00011764551793221468
Beta_90,0.00017519726756221933
Beta_91,0.0004952260153845859
Beta_92,0.0004694210071450122
Beta_93,9.396164093317611e-05
Beta_94,0.0003417072127606963
Beta_95,0.00030046888424188915
Beta_96,0.0
Beta_97,0.0013319185164140574
Beta_98,0.000246057067734381
Beta_99,5.4746255243872825e-05
Beta_100,1.543630478372319e-05
Beta_101,0.003464453691815689
Beta_102,0.0012925642193198346
Beta_103,0.0006005910758316659
Beta_104,0.0005856108200816941
Beta_105,0.0
Beta_106,-0.001974943284353337
Beta_107,-0.004755474166737325
Beta_108,-0.0004339712206999379
Beta_109,-7.333251308817303e-05
Beta_110,2.7334588541344074e-05
Beta_111,0.00012313339268353542
Beta_112,-0.00022553523775474505
Beta_113,0.0004847559763256918
Beta_114,-0.0005504783906667165
Beta_115,0.000598371327730909
Beta_116,8.246459076147202e-05
Beta_117,-0.000245901585058137
Beta_118,0.00084647442956949
Beta_119,-0.00022575865548773638
Beta_120,-0.0009022195198143962
Beta_121,-0.001105556704491234
Beta_122,-0.0020273125917565304
Beta_123,-0.0009140333299909827
Beta_124,-0.0022162319952101976
Beta_125,0.0015779049374910876
Beta_126,0.0019664017161345514
Beta_127,0.0031525033747587423
Beta_128,6.18673719534658e-05
Beta_129,0.0005648226313149686
Beta_130,-0.0008584468112709459
Beta_131,-0.0004781300105595998
Beta_132,-0.0002958434649063149
Beta_133,-0.000888995014119125
Beta_134,0.0
Beta_135,0.0
Beta_136,0.00046191653299333993
Beta_137,0.0003630090582351893
Beta_138,8.275561482391134e-05
Beta_139,0.0012220518008884268
Beta_140,-0.000721269408212636
Beta_141,-0.005691415962737234
Beta_142,-0.006058501309818379
Beta_143,-0.001950856430971086
Beta_144,-0.007042991778905143
Beta_145,0.002982688235091508
Beta_146,0.00010456921031257722
Beta_147,0.0028829101837617435
Beta_148,0.0004008368817873838
Beta_149,0.0004919426046805052
Beta_150,0.0003058352996231719
Beta_151,0.0008934585071161988
Beta_152,0.0016522427603090804
Beta_153,-6.027982880803917e-05
Beta_154,2.6088333485536862e-05
Beta_155,-0.000102903731702698
Beta_156,-0.0010604058616218424
Beta_157,0.0
Beta_158,-0.0020174749677634527
Beta_159,-0.00034826844140889207
Beta_160,4.503646504218057e-05
Beta_161,0.0
Beta_162,0.00042703060553475196
Beta_163,-0.0005970864155907289
Beta_164,0.00011555694183398216
Beta_165,-0.0068598583038807824
Beta_166,-0.0073727198458931
Beta_167,-0.004155502625477928
Beta_168,-0.007813854907752282
Beta_169,-0.00684817665205493
Beta_170,0.0009947151594445031
Beta_171,0.001194988088437984
Beta_172,0.005101646877244218
Beta_173,0.0002445279321164477
Beta_174,0.002305125394760772
Beta_175,-0.0011462475928254658
Beta_176,-0.0009441053348573925
Beta_177,-0.0005791877076464548
Beta_178,-0.0010553983651834702
Beta_179,-5.943433784240032e-05
Beta_180,0.004642819597781495
Beta_181,0.002176508275446522
Beta_182,0.0004797909805753488
Beta_183,-5.427160165661531e-05
Beta_184,0.0010182180530069849
Beta_185,0.00026063675845328424
Beta_186,-0.0011038560253698354
Beta_187,0.0
Beta_188,-0.0011081991602745775
Beta_189,-0.0007920480906829315
Beta_190,0.0
Beta_191,0.0
Beta_192,0.00423534843150981
Beta_193,0.00032297386159552783
Beta_194,0.00018737618992549179
Beta_195,-2.703692994777035e-05
Beta_196,-4.3653583512688726e-05
Beta_197,0.0014491827485529673
Beta_198,1.751383330924836e-06
Beta_199,-0.00037565437497626884
Beta_200,0.0006811330330235727
Beta_201,0.006685150052794841
Beta_202,0.0038704752567549194
Beta_203,0.00207780592882363
Beta_204,0.0023831484100190078
Beta_205,0.0055435093098656725
Beta_206,0.0014279327828525478
Beta_207,0.002511120553149804
Beta_208,0.011113749428129779
Beta_209,0.003622391449102966
Beta_210,-0.0009976725152987702
Beta_211,9.217525052586312e-05
Beta_212,-1.2728459528959872e-06
Beta_213,-0.0002676419802395409
Beta_214,-0.0009434204389509722
Beta_215,0.0010416892204392174
Beta_216,0.0010754775553720249
Beta_217,0.003258700159477237
Beta_218,6.158437169708416e-05
Beta_219,0.0008589555157947597
Beta_220,8.668472250734831e-05
Beta_221,0.0
Beta_222,-7.616040841938413e-07
Beta_223,8.355810453980622e-05
Beta_224,-2.9613965463501872e-05
Beta_225,0.0015757618829615365
Beta_226,0.003023357569160779
Beta_227,0.00041087134747936407
Beta_228,0.0005686827878769946
Beta_229,8.545269430161609e-05
Beta_230,-0.0027341238231350087
Beta_231,-0.008080396122984366
Beta_232,-0.02184558851197333
Beta_233,-0.008832070040419625
Beta_234,-0.003198594173038138
Beta_235,4.377468061304457e-05
Beta_236,-0.00021287995425766024
Beta_237,0.0
Beta_238,-0.00042003523025370117
Beta_239,-8.451853814809458e-06
Beta_240,0.002621091482320976
Beta_241,0.0016356848056328663
Beta_242,0.001137489538566093
Beta_243,0.0024088230208912462
Beta_244,1.8174744835927e-05
Beta_245,3.74525665693469e-05
Beta_246,0.0007012859533137588
Beta_247,0.0004907015321566309
Beta_248,0.0001094372077817
Beta_249,0.0010747603319074019
Beta_250,7.771273291028474e-05
Beta_251,-0.00027341629003335173
Beta_252,-0.0012304838641994077
Beta_253,-0.0004399083185567991
Beta_254,-0.0003701647208180189
Beta_255,0.0
Beta_256,0.0
Beta_257,0.006698448773807822
Beta_258,0.0014756398021497166
Beta_259,0.002334320655683841
Beta_260,0.00042682680308575127
Beta_261,-0.0012887304254374345
Beta_262,0.0005966190238947567
Beta_263,0.000300118235703553
Beta_264,0.0006213893277343705
Beta_265,0.0019667698118505023
Beta_266,0.0002731258932303453
Beta_267,-0.0003206334721292886
Beta_268,0.001406586692122435
Beta_269,-4.380213802694712e-05
Beta_270,-0.004412004145981906
Beta_271,-0.0070526759180281956
Beta_272,-0.0013864672146704825
Beta_273,-0.0017774058730398068
Beta_274,-0.0007165442469458892
Beta_275,-0.0005189158995676531
Beta_276,0.0
Beta_277,-0.0007444774246621855
Beta_278,-0.0017938595241297998
Beta_279,-0.0001385423792330841
Beta_280,0.0022619149948951865
Beta_281,0.00400099574715396
Beta_282,0.00023981065658735466
Beta_283,0.0005284359550544557
Beta_284,0.00275184345722396
Beta_285,-6.353431734366073e-05
Beta_286,1.9904538162743645e-05
Beta_287,0.0004653874305384742
Beta_288,0.0008029342333832185
Beta_289,0.0006833523879246245
Beta_290,-0.0006152701758715864
Beta_291,-6.997549821932667e-05
Beta_292,0.00022513952777349162
Beta_293,-0.00341289987120822
Beta_294,-0.0007580072392682839
Beta_295,0.0020855698247633455
Beta_296,0.0
Beta_297,-0.0011525633136733149
Beta_298,-0.0009617771780602528
